city,country,x3,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x33,x36,x38,x39,x41,x47,x48,x49,x50,x51,x52,x53,x54,x55,country_name,continent_name,wage_span,median_salary,average_salary,lowest_salary,highest_salary,Rank,Country,Cost of Living Index,Rent Index,Cost of Living Plus Rent Index,Groceries Index,Restaurant Price Index,Local Purchasing Power Index
Ibague,Colombia,3.99,0.76,0.93,0.67,1.21,3.3,2.54,4.51,1.56,0.48,0.42,0.7,0.74,0.94,0.37,0.51,0.67,28.68,12.59,13.64,2.1,18.88,73.43,156.61263157894737,178.33,276.47,524.5,629.4,204.55,15.0,Colombia,South America,Monthly,995.6,1157.85,292.53,5137.79,27.0,Colombia,26.72,8.18,18.03,23.47,19.44,28.85
Lyon,France,10.54,0.96,1.58,1.78,3.56,18.79,15.19,19.18,2.98,2.35,3.34,4.03,2.02,1.67,1.04,0.99,2.1,184.48,38.89,36.27,13.12,122.5,837.07,608.6,1640.83,1111.7,5701.93,4149.12,2714.26,1.57,France,Europe,Monthly,3769.56,4377.38,1100.42,19467.23,42.0,France,74.13,25.33,51.26,73.64,71.84,85.41
Kerman,Iran,4.13,1.33,1.04,4.26,1.96,8.15,3.21,17.31,1.24,1.3,0.94,1.08,0.71,0.67,0.7,0.63,0.53,15.0,22.0,35.47,5.34,80.83,319.38,290.63,928.34,726.25,3202.85,1783.34,461.0,18.5,Iran,Asia,Monthly,932.63,1070.97,269.53,4770.47,55.0,Iran,37.39,17.05,27.85,29.46,25.18,17.98
Astrakhan,Russia,5.6,1.24,0.54,1.2,1.42,7.28,5.0211864406779645,9.518717948717955,1.92,1.66,1.92,1.28,1.06,0.736525423728814,1.3562162162162166,0.56,0.84,61.82,5.6,25.6,4.0,114.62752212389383,320.0,270.96556701030926,560.0,493.7386021505376,1976.2063440860215,1423.8265979381442,305.17,11.83,Russia,Europe,Monthly,975.51,1065.68,268.47,4744.34,104.0,Russia,35.26,13.09,24.87,29.86,34.56,37.41
Naberezhnyye Chelny,Russia,4.8,1.07,0.68,1.28,1.6,8.0,4.41,8.98,1.04,1.28,1.2,2.1,0.68,0.36,1.28,0.6,0.78,122.75,6.51,45.33,4.8,91.87,304.0,213.33,586.67,453.33,1306.67,1120.0,656.0,9.28,Russia,Europe,Monthly,975.51,1065.68,268.47,4744.34,104.0,Russia,35.26,13.09,24.87,29.86,34.56,37.41
Ardabil,Iran,5.95,0.83,0.65,2.78,1.13,7.52,4.03,12.03,1.54,1.58,1.67,1.13,1.06,0.87,1.25,0.54,0.47,31.69,18.2,34.93,4.14,81.28,507.98,473.63,737.3,651.07,2355.6,1556.97,389.24,19.8,Iran,Asia,Monthly,932.63,1070.97,269.53,4770.47,55.0,Iran,37.39,17.05,27.85,29.46,25.18,17.98
Agartala,India,4.3,0.8,0.49,0.67,0.93,7.95,3.77,5.57,4.24,0.74,0.98,0.6,0.22,0.6,0.98,0.23,1.28,12.28,5.53,12.28,2.76,22.11,116.68,61.41,233.35,128.96,462.7,330.5,307.04,13.85,India,Asia,Monthly,327.97,384.43,97.07,1717.92,53.0,India,24.43,5.3,15.47,26.43,17.56,49.72
Bikaner,India,2.61,0.56,0.44,0.74,1.62,4.3,6.14,3.68,1.27,0.45,0.68,0.41,0.29,0.41,0.37,0.37,1.38,27.02,9.83,15.35,3.99,35.62,67.55,55.27,307.04,245.64,614.09,466.71,429.86,8.83,India,Asia,Monthly,327.97,384.43,97.07,1717.92,53.0,India,24.43,5.3,15.47,26.43,17.56,49.72
Himeji,Japan,5.21,1.51,1.37,3.72,1.81,15.49,9.06,18.61,6.2,2.29,3.72,6.33,4.09,2.23,1.12,0.81,0.93,148.9,31.57,29.78,11.17,67.01,893.42,595.61,3350.33,2233.56,8040.846799999999,5075.374800000001,2478.82,2.9,Japan,Asia,Monthly,3158.67,3453.12,869.97,15391.82,62.0,Japan,77.03,25.86,53.04,81.31,45.4,87.11
Villavicencio,Colombia,3.78,0.76,1.1,0.53,1.26,3.25,3.36,4.83,1.79,0.78,1.05,0.84,0.46,0.73,0.58,0.65,0.51,33.62,20.97,15.73,1.78,52.45,209.8,125.88,325.19,276.47,1579.3866666666663,1338.927777777778,335.68,12.0,Colombia,South America,Monthly,995.6,1157.85,292.53,5137.79,27.0,Colombia,26.72,8.18,18.03,23.47,19.44,28.85
Bac Ninh,Vietnam,3.26,1.22,0.82,0.82,1.22,48.95,6.12,8.16,1.22,0.82,1.63,0.41,0.82,1.02,0.61,0.49,0.82,61.11785714285714,12.24,23.8925,8.16,81.59,285.57,163.18,611.93,367.16,815.91,489.55,443.18666666666655,8.5,Vietnam,Asia,Monthly,612.57,711.24,179.25,3161.52,136.0,Vietnam,37.48,13.22,26.11,38.7,19.98,29.38
Ciudad Apodaca,Mexico,10.31,1.96,2.58,1.03,1.77,3.61,4.95,3.09,3.09,1.55,2.06,1.13,1.55,1.55,0.62,0.77,1.13,51.57,28.36,25.78,3.61,97.98,257.84,360.98,618.83,773.53,499.58,832.63,670.4,12.0,Mexico,Central America,Monthly,1681.97,1917.34,482.78,8495.98,79.0,Mexico,35.35,12.55,24.66,34.82,32.67,38.62
Sheffield,United Kingdom,8.2,1.27,1.16,1.23,2.56,6.99,6.81,11.69,2.44,1.19,1.75,2.01,1.03,1.03,1.03,1.32,1.95,233.67,34.85,35.42,11.92,72.26,837.08,682.04,1735.84,1256.36,5939.88,5509.38,2265.71,3.79,United Kingdom,Europe,Monthly,6300.0,7235.37,1829.27,32214.63,131.0,United Kingdom,69.65,31.84,51.93,56.58,76.79,88.78
Penza,Russia,7.2,1.13,0.61,1.92,1.9,9.47,5.08,9.12,1.68,1.42,1.84,3.52,0.91,0.64,2.11,0.51,0.82,110.41,9.2,29.33,4.4,200.0,320.0,197.33,533.33,320.0,1600.0,639.05,522.04,9.25,Russia,Europe,Monthly,975.51,1065.68,268.47,4744.34,104.0,Russia,35.26,13.09,24.87,29.86,34.56,37.41
Port Said,Egypt,3.26,0.66,0.35,0.58,1.12,3.28,3.96,7.33,0.98,0.55,0.38,0.31,0.34,0.27,0.16,0.22,0.37,26.53,9.77,15.6,2.44,48.65,189.92,122.09,393.41,250.97,737.65,462.94,149.23,10.87,Egypt,Africa,Monthly,254.53,298.51,75.36,1329.24,36.0,Egypt,29.52,5.82,18.41,27.42,23.42,21.54
Arak,Iran,3.0,0.65,0.73,2.76,0.87,1.82,2.18,5.81,0.73,1.21,0.73,0.36,0.29,0.25,0.25,0.2,0.36,33.01,19.17,10.89,3.56,61.41,218.92,108.92,363.07,355.95,1550.58,589.32,245.08,19.0,Iran,Asia,Monthly,932.63,1070.97,269.53,4770.47,55.0,Iran,37.39,17.05,27.85,29.46,25.18,17.98
Mesa,United States,7.5,0.76,2.37,4.78,3.66,9.82,19.83,14.38,5.1,2.22,4.55,4.93,3.12,3.12,1.43,1.94,1.39,177.33,76.5,20.86,11.0,91.88,1606.17,1362.0,2480.0,2359.33,8072.93,1991.32,4644.44,5.43,United States,Northern America,Monthly,6966.0,7925.0,2000.0,35250.0,132.0,United States,70.13,42.07,56.98,70.37,70.07,106.34
Pohang,South Korea,6.41,2.0,1.92,3.53,2.86,24.84,11.52,19.46,5.76,2.82,2.69,2.41,1.15,1.92,2.65,0.82,1.15,98.44,25.77,47.107058823529414,6.91,103.11045454545456,268.88,172.85,1331.6,409.72,7623.001428571428,2332.86,2304.69,3.7784999999999997,,,,,,,,115.0,South Korea,73.22,20.02,48.28,91.95,42.1,76.85
Liverpool,United Kingdom,7.38,1.1,1.18,1.81,2.44,8.49,6.82,10.18,2.54,1.37,2.48,2.93,1.33,1.15,0.95,1.28,1.91,214.48,37.18,34.64,12.3,73.55,920.1,680.6,1796.68,1101.88,4840.93,2362.69,2263.4,3.42,United Kingdom,Europe,Monthly,6300.0,7235.37,1829.27,32214.63,131.0,United Kingdom,69.65,31.84,51.93,56.58,76.79,88.78
Meknes,Morocco,5.67,0.62,0.63,0.83,1.16,6.33,3.66,6.49,1.23,0.9,0.52,0.59,0.5,0.52,0.31,0.57,1.14,25.58,36.05,37.78,4.25,34.63,200.7,114.91,330.56,185.12,1228.68,290.42,276.26,6.5,Morocco,Africa,Monthly,1634.24,1896.89,477.63,8433.85,83.0,Morocco,33.83,8.98,22.18,30.63,24.52,34.36
Nuremberg,Germany,8.43,0.98,1.6,1.88,2.69,13.42,7.52,12.63,2.44,1.68,2.17,1.51,1.37,1.1,1.1,0.55,2.29,236.07,34.94,29.5,12.64,123.68,713.91,493.5,1440.12,978.07,6023.49,4441.65,2992.03,1.97,Germany,Europe,Monthly,3731.5,4048.63,1014.8,17970.4,44.0,Germany,65.58,27.62,47.78,52.31,60.91,103.08
Surrey,Canada,7.41,1.74,1.98,3.64,2.95,11.36,12.2,11.22,2.77,1.16,2.27,2.57,1.49,2.54,2.01,2.19,1.56,168.08,67.17,31.76,11.49,105.0,1255.84,1020.77,2390.21,1741.7,9041.36,5584.37,3800.35,5.32,Canada,Northern America,Monthly,6311.03,7352.94,1850.0,32720.59,24.0,Canada,70.22,34.33,53.4,70.01,67.86,87.98
Utsunomiya,Japan,6.33,1.23,1.71,3.72,0.97,44.67,8.93,11.91,3.35,1.41,4.47,2.23,2.23,2.83,0.74,0.74,1.14,223.36,29.78,74.45,10.42,89.34,446.71,297.81,818.97,558.39,52116.29,22335.55,2680.27,1.67,Japan,Asia,Monthly,3158.67,3453.12,869.97,15391.82,62.0,Japan,77.03,25.86,53.04,81.31,45.4,87.11
Suez,Egypt,3.26,0.59,0.61,0.54,1.16,2.48,3.31,5.9,0.51,0.57,0.49,0.41,0.39,0.23,0.27,0.19,0.34,29.55,13.13,18.31,2.24,43.41,52.91,28.49,149.23,85.47,474.81,291.67,196.71,13.5,Egypt,Africa,Monthly,254.53,298.51,75.36,1329.24,36.0,Egypt,29.52,5.82,18.41,27.42,23.42,21.54
Ujjain,India,4.91,0.68,0.39,0.82,0.99,4.2,3.99,4.09,2.15,0.45,0.61,0.49,0.31,0.37,1.54,0.32,1.34,14.74,7.98,6.14,2.76,36.83,79.83,46.06,245.64,153.52,1368.62925925926,654.8805825242716,491.27,8.6,India,Asia,Monthly,327.97,384.43,97.07,1717.92,53.0,India,24.43,5.3,15.47,26.43,17.56,49.72
Santa Marta,Colombia,4.2,0.57,0.6,0.69,1.24,3.18,2.45,4.69,1.81,0.65,0.67,1.08,0.58,0.84,0.65,0.49,0.51,87.14,27.67,16.61,3.36,86.28,239.67,146.86,516.75,220.29,1380.13,715.09,219.89,9.0,Colombia,South America,Monthly,995.6,1157.85,292.53,5137.79,27.0,Colombia,26.72,8.18,18.03,23.47,19.44,28.85
Joinvile,Brazil,5.75,0.83,1.29,0.95,1.92,7.79,3.3,7.15,1.09,0.72,0.69,1.25,0.67,0.61,0.57,0.62,1.27,79.22,23.21,20.75,5.75,57.96,258.65,186.8,440.66,360.19,1045.65,920.09,313.25,10.11,Brazil,South America,Monthly,1490.04,1711.16,432.27,7609.56,20.0,Brazil,33.24,8.27,21.54,28.16,25.24,27.85
Hai Duong,Vietnam,4.231428571428571,1.22,0.82,0.82,1.22,48.95,6.12,8.16,1.22,0.82,1.63,0.41,0.82,1.02,0.61,0.49,0.82,61.11785714285714,12.24,23.8925,8.16,81.59,324.83,201.64727272727276,728.8409090909091,472.6954545454544,1748.8477777777778,986.321111111111,443.18666666666655,8.5,Vietnam,Asia,Monthly,612.57,711.24,179.25,3161.52,136.0,Vietnam,37.48,13.22,26.11,38.7,19.98,29.38
Maturin,Venezuela,10.25,1.9,1.0,1.1521428571428574,2.85,3.0,5.25,3.0,4.721666666666667,0.9,1.0,3.0,1.272142857142857,3.0,2.0,1.235714285714286,0.5,10.0,60.0,30.0,5.0,120.0,100.0,120.0,250.0,300.0,665.51,550.61125,260.0,15.6,Venezuela,South America,Monthly,3282.02,3862.91,972.99,17165.26,135.0,Venezuela,43.2,9.99,27.63,37.34,46.23,15.41
Ulhasnagar,India,1.84,0.68,0.34,0.6,0.91,3.21,2.39,3.68,2.03,0.57,0.86,0.45,0.33,0.39,0.18,0.35,1.32,13.51,3.68,18.42,3.07,24.56,113.61462686567161,77.78909090909087,260.67625954198473,170.34568181818176,1368.62925925926,654.8805825242716,429.86,8.05,India,Asia,Monthly,327.97,384.43,97.07,1717.92,53.0,India,24.43,5.3,15.47,26.43,17.56,49.72
Lipetsk,Russia,4.0,1.05,0.64,1.72,1.46,9.44,5.06,10.0,1.62,1.5,1.69,2.68,0.58,0.59,1.54,0.54,0.79,116.73,8.2,45.33,4.16,96.0,480.0,320.0,728.7858426966293,493.7386021505376,1280.0,1423.8265979381442,629.33,11.12,Russia,Europe,Monthly,975.51,1065.68,268.47,4744.34,104.0,Russia,35.26,13.09,24.87,29.86,34.56,37.41
Al `Amarah,Iraq,6.44,1.0,0.73,1.25,1.5,2.0,6.19,8.0,1.0,1.0,1.0,0.5,0.7,0.33,0.5,0.33,0.3,69.13,43.84,15.0,8.37,39.82,500.0,150.0,700.0,250.0,1287.5471428571432,520.6871428571428,1000.0,10.705454545454545,Iraq,Asia,Monthly,1382.38,1573.31,395.62,6988.25,56.0,Iraq,34.47,10.63,23.29,30.46,28.31,40.92
Choloma,Honduras,5.97,1.03,1.24,0.91,1.86,2.89,3.14,10.44,2.06,1.24,1.03,0.91,0.99,0.95,0.68,0.83,1.15,45.0,74.47,32.534000000000006,3.3,86.51,96.25,74.75,350.0,295.0,570.0,450.0,520.0,10.74,Honduras,Central America,Monthly,1022.22,1139.39,287.27,5090.91,49.0,Honduras,40.46,10.28,26.31,34.73,28.67,32.09
Matsuyama,Japan,5.21,1.56,1.6,2.98,1.83,26.06,8.09,37.23,5.55,2.47,5.69,3.72,1.49,1.49,1.24,0.74,1.08,151.77,40.45,55.84,10.42,37.23,640.29,432.3027659574468,744.52,595.61,8040.846799999999,5075.374800000001,2304.9494871794873,1.25,Japan,Asia,Monthly,3158.67,3453.12,869.97,15391.82,62.0,Japan,77.03,25.86,53.04,81.31,45.4,87.11
Palm Bay,United States,12.0,0.79,2.2,8.82,2.5,8.82,15.76,11.02,9.92,1.41,4.41,4.41,2.7976583034647553,2.2,1.0,4.0,1.2154789272030644,214.92,55.0,32.5,8.0,90.0,1050.0,1000.0,1800.0,1450.0,12916.69,2821.9793931398435,3978.667886597939,5.1448448043184625,United States,Northern America,Monthly,6966.0,7925.0,2000.0,35250.0,132.0,United States,70.13,42.07,56.98,70.37,70.07,106.34
Lapu-Lapu City,Philippines,2.78,1.68,1.13,0.86,1.48,9.24,4.09,5.92,3.35,1.12,2.33,1.56,1.67,1.94,1.08,0.53,1.39,76.16,31.09,53.83,4.49,61.52,287.09,204.63,638.3,502.11,1211.09,1031.67,311.0,10.25,Philippines,Asia,Monthly,728.78,790.54,199.4,3511.56,98.0,Philippines,37.06,9.59,24.18,37.84,20.61,21.47
Jammu,India,3.07,0.6,0.4,0.82,0.88,3.12,2.9,4.76,1.29,0.71,0.88,0.66,0.31,0.37,0.6,0.34,1.21,22.45,7.12,19.34,3.38,21.19,139.19,92.11,147.38,106.44,760.36,368.45,327.51,9.0,India,Asia,Monthly,327.97,384.43,97.07,1717.92,53.0,India,24.43,5.3,15.47,26.43,17.56,49.72
Ichikawa,Japan,5.4,1.23,1.12,2.08,1.69,7.45,2.61,13.77,4.47,0.74,2.98,3.54,2.23,1.86,1.12,0.89,1.02,316.42,22.34,22.34,8.04,63.28,577.2244680851062,432.3027659574468,1191.23,1042.33,8040.846799999999,5075.374800000001,1678.89,1.4,Japan,Asia,Monthly,3158.67,3453.12,869.97,15391.82,62.0,Japan,77.03,25.86,53.04,81.31,45.4,87.11
Imus,Philippines,3.59,1.71,1.3,1.15,1.36,9.63,3.68,7.0,3.48,2.0,2.76,2.17,2.76,1.79,2.44,0.27,1.31,119.68,30.48,32.35354166666668,6.28,103.17,264.7051785714286,162.46301886792455,644.4740000000003,352.865,1961.780294117647,1074.2873529411766,290.16078431372546,5.33,Philippines,Asia,Monthly,728.78,790.54,199.4,3511.56,98.0,Philippines,37.06,9.59,24.18,37.84,20.61,21.47
Niteroi,Brazil,5.75,1.01,1.42,1.26,1.73,7.66,3.83,8.0,1.56,1.1,0.91,1.72,0.78,1.21,0.53,0.75,1.32,66.0,16.48,24.81,7.66,63.7,263.44,167.64,541.25,395.16,1609.38,1018.64,661.0,11.17,Brazil,South America,Monthly,1490.04,1711.16,432.27,7609.56,20.0,Brazil,33.24,8.27,21.54,28.16,25.24,27.85
Worcester,United States,10.0,1.06,3.3,3.6,3.59,11.8,11.62058744993324,13.23,3.81,1.3,5.7,5.05,1.93,2.76,1.76,1.02,1.16,233.15,64.5,24.99,12.0,106.67,1375.0,1216.67,1950.0,1775.0,2152.78,2475.7,3089.0,4.7,United States,Northern America,Monthly,6966.0,7925.0,2000.0,35250.0,132.0,United States,70.13,42.07,56.98,70.37,70.07,106.34
Kirov,Russia,3.89,0.91,0.66,1.68,1.41,9.6,4.28,10.4,1.68,1.23,1.6,1.36,0.52,0.61,1.6,0.6,0.82,95.24,8.0,21.65,4.8,200.0,240.0,141.33,640.0,400.0,1520.0,880.0,453.33,10.5,Russia,Europe,Monthly,975.51,1065.68,268.47,4744.34,104.0,Russia,35.26,13.09,24.87,29.86,34.56,37.41
Sukkur,Pakistan,4.02,0.45,0.28,0.57,1.02,6.63,2.01,3.16,0.77,0.31,0.8,0.68,0.21,0.4,0.45,0.3,0.71,22.35,6.71,6.71,2.24,7.6,73.76208333333334,45.62434782608696,174.88750000000002,110.17999999999999,674.3648,455.31565217391307,100.58,14.0,Pakistan,Asia,Monthly,245.34,284.9,71.83,1266.61,93.0,Pakistan,19.92,3.91,12.42,17.81,15.54,26.63
Oujda-Angad,Morocco,5.19,0.68,0.5,1.48,1.17,9.44,3.8,7.56,1.32,1.25,0.54,0.57,0.44,0.52,0.66,0.54,1.14,51.95,43.4,22.04,5.67,46.28,156.78,110.97,290.9,181.81,968.08,543.07,298.69,4.75,Morocco,Africa,Monthly,1634.24,1896.89,477.63,8433.85,83.0,Morocco,33.83,8.98,22.18,30.63,24.52,34.36
Mykolaiv,Ukraine,2.99,0.74,0.38,0.96,1.09,5.8,3.25,4.76,0.48,0.82,1.25,0.96,0.3,0.39,0.66,0.36,0.84,87.18,3.33,13.26,2.99,60.0,180.32,116.94,339.24,256.6,606.74,448.74,362.62,12.0,Ukraine,Europe,Monthly,530.73,622.8,157.32,2761.98,129.0,Ukraine,30.71,10.57,21.27,26.3,25.75,37.22
Chimbote,Peru,7.81,0.91,0.6,0.81,2.43,2.87,2.28,6.13,1.17,1.04,1.04,0.78,0.59,0.72,0.33,0.52,0.9,26.63,39.16,27.1825,3.92,66.14,261.7866666666667,175.8083333333333,512.4008333333333,357.8141666666667,1778.6680000000001,1149.3066666666666,383.17416666666674,10.346666666666666,Peru,South America,Monthly,1825.86,1997.36,503.96,8891.82,97.0,Peru,32.53,11.22,22.54,30.71,21.53,28.17
Johor Bahru,Malaysia,3.42,1.58,0.7,0.68,1.39,13.2,5.12,8.03,2.59,1.15,2.53,1.0,0.74,1.06,1.14,0.52,0.47,45.73,34.57,26.38,3.53,61.37,287.18,191.45,427.35,296.3,1517.71,791.46,746.39,4.22,Malaysia,Asia,Monthly,1236.17,1406.38,355.32,6255.32,75.0,Malaysia,37.02,9.87,24.29,39.45,20.84,55.3
Celaya,Mexico,6.19,1.15,1.91,1.6,1.71,5.29,5.9,7.22,2.27,0.93,0.9,0.9,1.03,1.03,0.7,0.72,1.11,55.44,30.94,34.81,4.13,63.6,154.71,103.14,386.77,257.84,1160.3,489.91,379.75,11.0,Mexico,Central America,Monthly,1681.97,1917.34,482.78,8495.98,79.0,Mexico,35.35,12.55,24.66,34.82,32.67,38.62
Duisburg,Germany,9.48,1.06,1.13,2.02,2.72,10.74,6.0,9.47,2.45,1.67,2.1,1.28,1.04,0.97,0.98,0.33,2.26,386.53,32.03,21.04,10.54,101.86,435.55,463.65,913.25,562.0,3161.24,2634.36,2123.3,1.38,Germany,Europe,Monthly,3731.5,4048.63,1014.8,17970.4,44.0,Germany,65.58,27.62,47.78,52.31,60.91,103.08
Matsudo,Japan,5.21,1.36,1.45,4.44,1.69,26.06,5.73,13.77,4.47,1.49,4.09,3.54,3.16,3.16,1.12,0.67,1.23,245.23,26.06,67.01,13.4,63.28,521.16,372.26,763.13,521.16,3722.59,2233.56,2345.23,2.02,Japan,Asia,Monthly,3158.67,3453.12,869.97,15391.82,62.0,Japan,77.03,25.86,53.04,81.31,45.4,87.11
Kota Bharu,Malaysia,3.42,1.29,0.65,0.8,1.22,10.94,2.51,6.76,1.37,1.04,1.25,0.85,0.57,0.89,0.78,0.42,0.48,46.35,27.92,28.49,3.08,53.14,227.92,159.54,683.76,341.88,828.19,569.8,307.69,4.27,Malaysia,Asia,Monthly,1236.17,1406.38,355.32,6255.32,75.0,Malaysia,37.02,9.87,24.29,39.45,20.84,55.3
Vinh,Vietnam,4.231428571428571,1.22,0.49,1.71,1.22,30.6,3.26,9.459999999999999,6.73,1.63,1.5013333333333334,1.8,1.18,0.82,0.7426666666666667,2.04,0.86,41.65,14.28,40.8,2.65,81.59,163.18,201.64727272727276,326.36,472.6954545454544,1748.8477777777778,986.321111111111,443.18666666666655,10.403333333333334,Vietnam,Asia,Monthly,612.57,711.24,179.25,3161.52,136.0,Vietnam,37.48,13.22,26.11,38.7,19.98,29.38
Toulouse,France,9.48,1.1,1.75,1.47,3.12,17.12,11.05,20.23,3.18,2.24,3.16,3.81,1.63,1.67,1.21,0.84,2.1,191.01,32.9,33.02,11.06,114.41,704.25,557.17,1505.35,1038.44,4482.63,3187.58,2773.46,1.17,France,Europe,Monthly,3769.56,4377.38,1100.42,19467.23,42.0,France,74.13,25.33,51.26,73.64,71.84,85.41
Belgaum,India,3.07,0.61,0.44,0.77,0.78,5.77,3.01,5.94,0.98,0.58,0.94,0.37,0.37,0.37,0.43,0.37,1.25,17.74,9.0,6.14,3.07,20.06,70.62,77.78909090909087,331.61,282.48,1368.62925925926,654.8805825242716,982.54,8.0,India,Asia,Monthly,327.97,384.43,97.07,1717.92,53.0,India,24.43,5.3,15.47,26.43,17.56,49.72
Larkana,Pakistan,4.02,0.54,0.36,0.45,1.08,6.63,2.11,3.16,0.67,0.27,0.93,0.68,0.27,0.18,0.55,0.27,0.67,61.09,15.65,10.32346153846154,2.24,35.02,73.76208333333334,45.62434782608696,174.88750000000002,110.17999999999999,674.3648,455.31565217391307,154.1139285714286,14.0,Pakistan,Asia,Monthly,245.34,284.9,71.83,1266.61,93.0,Pakistan,19.92,3.91,12.42,17.81,15.54,26.63
Los Mochis,Mexico,7.74,1.24,1.43,1.03,1.36,7.99,6.34,8.25,2.01,1.18,0.87,1.48,1.38,1.03,0.76,0.7,1.18,101.15,23.21,23.21,3.35,67.04,257.84,206.28,412.55,412.55,618.83,618.83,489.91,12.0,Mexico,Central America,Monthly,1681.97,1917.34,482.78,8495.98,79.0,Mexico,35.35,12.55,24.66,34.82,32.67,38.62
`Ajman,United Arab Emirates,6.81,1.48,1.03,1.98,1.95,6.58,5.02,6.6,1.84,1.5,1.5,1.28,0.98,0.82,1.12,0.54,0.92,208.12,82.24,48.55,9.53,72.83,541.11,314.8,1020.96,836.22,1084.49,820.49,3630.09,4.75,United Arab Emirates,Asia,Monthly,3324.25,3896.46,708.45,18637.6,130.0,United Arab Emirates,58.33,43.28,51.28,46.67,61.53,92.17
Murrieta,United States,12.0,1.06,3.03,6.53,3.1753609625668444,9.77,11.62058744993324,11.02,3.85,1.67,5.43,6.61,6.83,3.19,2.33,2.06,1.62,326.37,58.75,25.0,14.0,107.25,1850.0,1750.0,2750.0,2072.2105687203793,2960.08,3229.17,4006.0,5.43,United States,Northern America,Monthly,6966.0,7925.0,2000.0,35250.0,132.0,United States,70.13,42.07,56.98,70.37,70.07,106.34
Edinburgh,United Kingdom,7.38,1.19,1.31,1.37,2.46,7.44,6.68,10.52,2.46,1.16,2.47,2.62,1.24,0.95,0.8,1.28,1.97,205.54,34.38,38.35,10.46,88.74,1148.09,898.49,2229.38,1360.38,4977.64,3953.57,2761.09,2.31,United Kingdom,Europe,Monthly,6300.0,7235.37,1829.27,32214.63,131.0,United Kingdom,69.65,31.84,51.93,56.58,76.79,88.78
Tula,Russia,6.8,1.25,0.7,2.28,1.7,13.47,4.93,10.72,2.24,1.52,1.92,3.79,0.91,0.56,1.76,0.85,0.81,128.05,9.26,34.67,6.0,106.67,346.67,240.0,581.33,304.0,1866.67,1653.33,620.08,7.47,Russia,Europe,Monthly,975.51,1065.68,268.47,4744.34,104.0,Russia,35.26,13.09,24.87,29.86,34.56,37.41
Wichita,United States,7.5,0.81,2.7,3.58,2.17,10.7,15.2,12.17,4.34,1.36,3.2,3.9,1.83,2.23,1.42,1.1,1.1,189.57,59.26,41.42,11.0,113.57,1166.67,785.0,1700.0,1250.0,1533.86,1264.76,5033.33,5.44,United States,Northern America,Monthly,6966.0,7925.0,2000.0,35250.0,132.0,United States,70.13,42.07,56.98,70.37,70.07,106.34
Toledo,United States,9.75,0.81,2.43,3.4,3.49,7.85,11.62058744993324,14.69,3.21,1.35,3.86,3.03,1.82,1.95,1.13,1.35,1.18,276.5,55.57,28.33,10.0,81.67,1133.33,750.0,1837.5,1333.33,979.52,1560.77,3266.67,5.95,United States,Northern America,Monthly,6966.0,7925.0,2000.0,35250.0,132.0,United States,70.13,42.07,56.98,70.37,70.07,106.34
Cheboksary,Russia,5.6,1.02,0.6,1.5,1.6,10.84,3.93,8.36,1.81,1.26,1.74,2.48,0.91,0.72,0.48,0.72,0.81,98.87,6.28,33.07,4.8,112.0,346.67,213.33,586.67,400.0,1493.71,986.67,444.8,9.23,Russia,Europe,Monthly,975.51,1065.68,268.47,4744.34,104.0,Russia,35.26,13.09,24.87,29.86,34.56,37.41
Serra,Brazil,11.5,1.18,1.05,0.98,1.38,6.51,4.12,8.05,1.25,0.38,0.67,1.15,0.86,0.67,0.38,0.54,1.14,41.86,22.99,19.16,4.89,112.47,240.41508771929819,119.75,364.03,330.6534545454544,1338.3531999999998,921.6058666666665,232.21,9.0,Brazil,South America,Monthly,1490.04,1711.16,432.27,7609.56,20.0,Brazil,33.24,8.27,21.54,28.16,25.24,27.85
Greenville,United States,8.0,0.84,2.77,3.16,3.06,11.9,16.03,17.96,4.56,1.19,5.53,4.1,5.69,4.2,1.64,2.19,0.98,166.81,74.86,65.2,13.12,120.0,1800.0,922.2,2170.0,1550.0,2787.85,2690.98,4675.0,5.43,United States,Northern America,Monthly,6966.0,7925.0,2000.0,35250.0,132.0,United States,70.13,42.07,56.98,70.37,70.07,106.34
Jamnagar,India,2.76,0.7,0.31,0.68,1.05,4.91,3.57,6.21,1.64,0.57,0.92,0.39,0.33,0.31,0.77,0.33,1.21,24.56,6.14,13.51,3.07,35.56,53.22,34.8,184.23,122.82,396.6,264.4,274.29,7.79,India,Asia,Monthly,327.97,384.43,97.07,1717.92,53.0,India,24.43,5.3,15.47,26.43,17.56,49.72
Gulbarga,India,2.64,0.59,0.4,0.61,0.88,4.3,3.56,3.44,2.21,0.49,1.19,0.43,0.49,0.25,0.37,0.37,1.35,20.88,8.6,6.14,2.46,24.56,113.61462686567161,77.78909090909087,260.67625954198473,170.34568181818176,1368.62925925926,654.8805825242716,435.02635593220333,10.17,India,Asia,Monthly,327.97,384.43,97.07,1717.92,53.0,India,24.43,5.3,15.47,26.43,17.56,49.72
